ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text
"neutral_reality_fracture","Reality Fracture",7,"SPELL","","EPIC",,,"","","Transform all enemy minions into random ones that cost (3) less"
"neutral_omega_blast","Omega Blast",8,"SPELL","","EPIC",,,"","","Deal 15 damage to a minion. If it dies, deal 5 to adjacent minions"
"neutral_dimensional_collapse","Dimensional Collapse",8,"SPELL","","EPIC",,,"","CLOAK","all minions. Both players draw 3 cards"
"neutral_star_cataclysm","Star Cataclysm",9,"SPELL","","EPIC",,,"","","Deal 5 damage to all enemies. Summon a 5/5 Star Titan for each enemy killed"
"neutral_cosmic_duplication","Cosmic Duplication",7,"SPELL","","EPIC",,,"","","Choose a friendly minion. Fill your board with copies of it"
"neutral_void_maelstrom","Void Maelstrom",9,"SPELL","","EPIC",,,"","","all minions and spells from both hands. Both players draw 5 cards"
"neutral_genesis_protocol","Genesis Protocol",10,"SPELL","","EPIC",,,"","","Deal 6 damage to all enemy minions"
"neutral_the_cosmic_arbiter","THE COSMIC ARBITER",8,"MINION","","LEGENDARY",8,9,"","CLOAK, DEPLOY","Draw a card"
"neutral_the_world_engine","THE WORLD ENGINE",9,"MINION","","LEGENDARY",5,13,"MECH","GUARDIAN, DEPLOY","Summon a token"
"neutral_nexus_of_all_things","NEXUS OF ALL THINGS",10,"MINION","","LEGENDARY",8,11,"","LETHAL, DEPLOY","Deal 10 damage to a random enemy"
"neutral_the_great_devourer","THE GREAT DEVOURER",10,"MINION","","LEGENDARY",12,13,"BEAST","DEPLOY","Deal 10 damage to a random enemy"
"neutral_the_star_forger","THE STAR FORGER",9,"MINION","","LEGENDARY",7,8,"","GUARDIAN, DEPLOY","Deal 4 damage to a random enemy"
"neutral_entropys_end","ENTROPY'S END",10,"MINION","","LEGENDARY",10,11,"","DOUBLE_STRIKE, DEPLOY","For the rest of the game, cards that go to your opponent's discard are ed instead. Your effects deal 3 damage to the enemy Hero"
"neutral_stardust_forge","Stardust Forge",3,"STRUCTURE","","RARE",,,"","DEPLOY","Draw a card"
"neutral_void_beacon","Void Beacon",3,"STRUCTURE","","RARE",,,"","DEPLOY","Start of Turn: Deal 1 damage to all enemies"
"neutral_crystal_repository","Crystal Repository",3,"STRUCTURE","","RARE",,,"","DEPLOY","Draw a card"
"neutral_recruitment_center","Recruitment Center",4,"STRUCTURE","","RARE",,,"","DEPLOY","Draw a card"
"neutral_guardian_sanctum","Guardian Sanctum",4,"STRUCTURE","","RARE",2,2,"","DEPLOY","Your minions with GUARDIAN have +2/+2"
"neutral_armory","Armory",3,"STRUCTURE","","RARE",1,1,"","DEPLOY","Whenever you play a minion, give it +1/+1"
"neutral_scrapyard","Scrapyard",2,"STRUCTURE","","RARE",,,"","DEPLOY","Whenever a friendly Mech dies, draw a card"
"neutral_beast_pen","Beast Pen",3,"STRUCTURE","","RARE",1,1,"","DEPLOY","Your Beasts have +1/+1. Whenever you play a Beast, draw a card"
"neutral_elemental_nexus","Elemental Nexus",4,"STRUCTURE","","RARE",,,"","DEPLOY","Your Elementals have +2 Attack. When one dies, deal 2 damage to a random enemy"
"neutral_healing_springs","Healing Springs",2,"STRUCTURE","","RARE",,,"","DEPLOY","Start of Turn: Restore 2 Health to your Hero"
"neutral_war_drum","War Drum",4,"STRUCTURE","","RARE",,,"","DEPLOY","Draw a card"
"neutral_shield_generator","Shield Generator",4,"STRUCTURE","","RARE",,,"","DEPLOY, BARRIER","Whenever you play a minion, give it BARRIER"
"neutral_arcane_library","Arcane Library",3,"STRUCTURE","","RARE",,,"","DEPLOY","Whenever you cast a spell, draw a card"
"neutral_bounty_board","Bounty Board",3,"STRUCTURE","","RARE",,,"","DEPLOY","Whenever a friendly minion kills an enemy minion, gain 1 Crystal this turn"
"neutral_dark_altar","Dark Altar",4,"STRUCTURE","","RARE",,,"","DEPLOY","Whenever a friendly minion dies, deal 2 damage to the enemy Hero"
"neutral_supply_cache","Supply Cache",3,"STRUCTURE","","RARE",,,"","DEPLOY","Start of Turn: Draw an extra card"
"neutral_training_grounds","Training Grounds",4,"STRUCTURE","","RARE",1,1,"","DEPLOY","Give all friendly minions +1/+1"
"neutral_cosmic_antenna","Cosmic Antenna",3,"STRUCTURE","","RARE",,,"","DEPLOY","Draw a card"
"neutral_void_anchor","Void Anchor",5,"STRUCTURE","","RARE",,,"","DEPLOY","Deal 5 damage to a random enemy"
"neutral_mana_capacitor","Mana Capacitor",2,"STRUCTURE","","RARE",,,"","DEPLOY","Deal 1 damage to a random enemy"
"neutral_the_cosmic_forge","THE COSMIC FORGE",6,"STRUCTURE","","EPIC",,,"","DEPLOY","Deal 3 damage to a random enemy"
"neutral_dimensional_rift_gate","Dimensional Rift Gate",6,"STRUCTURE","","EPIC",,,"","DEPLOY","Deal 3 damage to a random enemy"
"neutral_entropy_field","Entropy Field",5,"STRUCTURE","","EPIC",,,"","DEPLOY","Deal 2 damage to a random enemy"
"neutral_resurrection_shrine","Resurrection Shrine",6,"STRUCTURE","","EPIC",,,"","DEPLOY","Deal 3 damage to a random enemy"
"neutral_star_gate","Star Gate",7,"STRUCTURE","","EPIC",,,"","DEPLOY","Draw a card"
"neutral_quantum_stabilizer","Quantum Stabilizer",5,"STRUCTURE","","EPIC",,,"","DEPLOY","Draw a card"
"neutral_the_star_forge","THE STAR FORGE",8,"STRUCTURE","","LEGENDARY",2,2,"","DEPLOY","Give a minion +2/+2"
"neutral_the_infinity_well","THE INFINITY WELL",7,"STRUCTURE","","LEGENDARY",,,"","DEPLOY","Deal 7 damage to a random enemy"
"neutral_nexus_of_fate","NEXUS OF FATE",8,"STRUCTURE","","LEGENDARY",,,"","DEPLOY","Draw a card"
"neutral_the_cosmic_anvil","THE COSMIC ANVIL",9,"STRUCTURE","","LEGENDARY",1,1,"","DEPLOY, BARRIER","Whenever you play a card, give all friendly minions +1/+1. Your minions have BARRIER"
"neutral_plasma_discharge","Plasma Discharge",2,"SPELL","","COMMON",,,"","","Deal 1 damage to ALL minions"
"neutral_gravity_well","Gravity Well",4,"SPELL","","RARE",,,"","","Deal 3 damage to ALL minions"
"neutral_volatile_golem","Volatile Golem",5,"MINION","","RARE",3,4,"CONSTRUCT","DEPLOY","DEPLOY: Deal 2 damage to all enemy minions"
"neutral_extinction_wave","Extinction Wave",6,"SPELL","","EPIC",,,"","","Deal 5 damage to ALL minions"
"neutral_chain_detonation","Chain Detonation",3,"SPELL","","RARE",,,"","","Deal 2 damage to ALL minions. Draw a card"
"neutral_ion_storm","Ion Storm",5,"SPELL","","EPIC",,,"","","Deal 4 damage to all enemy minions"
"neutral_terminate","Terminate",2,"SPELL","","COMMON",,,"","","Destroy a minion with 2 or less Attack"
"neutral_power_down","Power Down",3,"SPELL","","COMMON",,,"","","Destroy a minion with 4 or less Attack"
"neutral_topple_the_giant","Topple the Giant",3,"SPELL","","RARE",,,"","","Destroy a minion with 5 or more Attack"
"neutral_disintegrate","Disintegrate",5,"SPELL","","RARE",,,"","","Destroy a minion"
"neutral_bounty_hunter","Bounty Hunter",4,"MINION","","RARE",3,3,"","DEPLOY","DEPLOY: Destroy a damaged minion"
"neutral_void_erasure","Void Erasure",4,"SPELL","","EPIC",,,"","","BANISH a minion. It is removed from the game"
"neutral_dimensional_purge","Dimensional Purge",7,"SPELL","","EPIC",,,"","","BANISH all minions. They are removed from the game"
"neutral_static_disruptor","Static Disruptor",1,"SPELL","","COMMON",,,"","","Silence a minion"
"neutral_signal_jammer","Signal Jammer",3,"MINION","","COMMON",2,4,"MECH","DEPLOY","DEPLOY: Silence a minion"
"neutral_emp_blast","EMP Blast",4,"SPELL","","RARE",,,"","","Silence ALL minions"
"neutral_blight_carrier","Blight Carrier",3,"MINION","","RARE",3,4,"VOID","DEPLOY","DEPLOY: Deal 2 damage to the enemy Hero. While this is alive, the enemy Hero cannot be healed"
"neutral_frequency_scrambler","Frequency Scrambler",2,"MINION","","COMMON",2,3,"MECH","DEPLOY","DEPLOY: Remove all keywords from a minion"
"neutral_arcane_nullifier","Arcane Nullifier",4,"MINION","","RARE",3,5,"CONSTRUCT","GUARDIAN","Deal 1 damage to all enemy minions"
"neutral_plague_drone","Plague Drone",3,"MINION","","RARE",2,3,"MECH","DEPLOY","DEPLOY: Deal 1 damage to all enemy minions. Destroys tokens instantly"
"neutral_demolition_charge","Demolition Charge",2,"SPELL","","COMMON",,,"","","Deal 5 damage to a Structure"
"neutral_phase_bouncer","Phase Bouncer",3,"MINION","","COMMON",3,2,"","DEPLOY","DEPLOY: Return a minion to its owner's hand"
"neutral_forge_breaker","Forge Breaker",4,"MINION","","EPIC",4,4,"CONSTRUCT","DEPLOY","DEPLOY: Silence a minion and reset its STARFORGE progress to 0"
"neutral_galactic_arbiter","GALACTIC ARBITER",8,"MINION","","LEGENDARY",6,8,"ELEMENTAL","GUARDIAN, DEPLOY, GUARDIAN, BARRIER, DEPLOY","GUARDIAN. BARRIER. DEPLOY: Destroy ALL enemy minions."
"neutral_nexus_warden","NEXUS WARDEN",7,"MINION","","LEGENDARY",4,8,"","BARRIER, DEPLOY, BARRIER, DEPLOY","Draw 2 cards"
"neutral_void_titan","VOID TITAN",9,"MINION","","LEGENDARY",8,8,"VOID","BLITZ, DEPLOY, BLITZ, DOUBLE_STRIKE, DEPLOY","BLITZ. DOUBLE STRIKE. DEPLOY: Deal 6 damage to all enemies."
"neutral_eternity_sentinel","ETERNITY SENTINEL",10,"MINION","","LEGENDARY",8,10,"","GUARDIAN, DRAIN, DEPLOY","GUARDIAN. DRAIN. DEPLOY: Restore 8 Health to your Hero. Draw 2 cards"
"neutral_phoenix_construct","PHOENIX CONSTRUCT",6,"MINION","","LEGENDARY",5,5,"CONSTRUCT","BLITZ, LAST_WORDS","BLITZ. LAST WORDS: Deal 3 damage to all enemy minions"
"neutral_data_core","Data Core",2,"MINION","","COMMON",1,3,"MECH","LAST_WORDS","LAST WORDS: Draw a card"
"neutral_hive_pod","Hive Pod",3,"MINION","","COMMON",2,3,"INSECT","LAST_WORDS","LAST WORDS: Summon two 1/1 Insects"
"neutral_unstable_reactor","Unstable Reactor",4,"MINION","","RARE",3,5,"MECH","LAST_WORDS","LAST WORDS: Deal 2 damage to all enemy minions"
"neutral_martyr_knight","Martyr Knight",4,"MINION","","RARE",3,4,"","GUARDIAN, LAST_WORDS","GUARDIAN. LAST WORDS: Give all friendly minions +1/+1"
"neutral_soul_lantern","Soul Lantern",2,"MINION","","COMMON",1,3,"ELEMENTAL","LAST_WORDS","LAST WORDS: Restore 3 Health to your Hero"
"neutral_archive_guardian","Archive Guardian",3,"MINION","","COMMON",1,5,"MECH","GUARDIAN, LAST_WORDS","GUARDIAN. LAST WORDS: Draw a card"
"neutral_doomed_colossus","Doomed Colossus",6,"MINION","","RARE",5,7,"CONSTRUCT","GUARDIAN, LAST_WORDS","GUARDIAN. LAST WORDS: Deal 3 damage to all enemy minions"
"neutral_temporal_cache","Temporal Cache",3,"MINION","","RARE",2,4,"","LAST_WORDS","LAST WORDS: Return a random friendly minion to your hand"
"neutral_venom_striker","Venom Striker",2,"MINION","","COMMON",1,2,"BEAST","LETHAL","LETHAL"
"neutral_assassin_drone","Assassin Drone",4,"MINION","","RARE",1,1,"MECH","LETHAL, SWIFT","LETHAL. SWIFT"
"neutral_toxic_sentinel","Toxic Sentinel",5,"MINION","","RARE",1,6,"CONSTRUCT","LETHAL, GUARDIAN","LETHAL. GUARDIAN"
"neutral_shadow_operative","Shadow Operative",3,"MINION","","COMMON",3,3,"","CLOAK","Draw a card"
"neutral_phantom_informant","Phantom Informant",4,"MINION","","RARE",3,3,"","CLOAK, DEPLOY","CLOAK. DEPLOY: Draw a card"
"neutral_twin_blade_fighter","Twin-Blade Fighter",3,"MINION","","COMMON",2,3,"","DOUBLE_STRIKE","DOUBLE STRIKE"
"neutral_vampiric_duelist","Vampiric Duelist",5,"MINION","","RARE",3,4,"","DOUBLE_STRIKE, DRAIN","DOUBLE STRIKE. DRAIN"
"neutral_shield_technician","Shield Technician",3,"MINION","","COMMON",2,3,"MECH","DEPLOY, BARRIER","DEPLOY: Give a friendly minion BARRIER"
"neutral_energy_dome","Energy Dome",5,"SPELL","","EPIC",,,"","BARRIER","Give all friendly minions BARRIER"
"neutral_rocket_trooper","Rocket Trooper",4,"MINION","","COMMON",4,3,"","BLITZ","Deal 3 damage"
"neutral_orbital_striker","Orbital Striker",6,"MINION","","RARE",5,4,"","BLITZ, DEPLOY","BLITZ. DEPLOY: Deal 3 damage to a minion"
"neutral_poison_coating","Poison Coating",1,"SPELL","","COMMON",,,"","LETHAL","Give a friendly minion LETHAL"
"neutral_adrenaline_surge","Adrenaline Surge",1,"SPELL","","COMMON",2,0,"","BLITZ","Give a friendly minion BLITZ and +2 Attack this turn"
"neutral_battle_frenzy","Battle Frenzy",2,"SPELL","","RARE",,,"","DOUBLE_STRIKE","Give a friendly minion DOUBLE STRIKE"
"neutral_mend_circuit","Mend Circuit",1,"SPELL","","COMMON",,,"","","Restore 4 Health to a character"
"neutral_rejuvenation_pod","Rejuvenation Pod",3,"SPELL","","COMMON",,,"","","Restore 5 Health to your Hero. Draw a card"
"neutral_field_medic","Field Medic",2,"MINION","","COMMON",1,4,"","DEPLOY","DEPLOY: Restore 3 Health to a character"
"neutral_restoration_wave","Restoration Wave",4,"SPELL","","RARE",,,"","","Restore 3 Health to all friendly characters"
"neutral_life_siphon","Life Siphon",3,"SPELL","","COMMON",,,"","","Deal 3 damage to a minion. Restore 3 Health to your Hero"
"neutral_lifeguard_mech","Lifeguard Mech",4,"MINION","","RARE",3,5,"MECH","DRAIN, GUARDIAN","DRAIN. GUARDIAN"
"neutral_sanctuary_beam","Sanctuary Beam",5,"SPELL","","RARE",,,"","","Restore 8 Health to your Hero and 3 Health to all friendly minions"
"neutral_life_spring","Life Spring",3,"STRUCTURE","","RARE",,,"","DEPLOY","Start of Turn: Restore 2 Health to your Hero"
"neutral_cosmic_paramedic","Cosmic Paramedic",6,"MINION","","EPIC",4,7,"","DRAIN, DEPLOY","DRAIN. DEPLOY: Restore 6 Health to your Hero"
"cog_s1","Emergency Repairs",1,"SPELL","COGSMITHS","COMMON",,,"","","Restore 4 health to your hero"
"cog_s2","Assembly Line",2,"SPELL","COGSMITHS","COMMON",,,"","","Summon two 1/1 Cog-Bots"
"cog_s3","Magnetize",3,"SPELL","COGSMITHS","COMMON",2,2,"","BARRIER","Give a minion +2/+2 and BARRIER"
"cog_s4","Iron Curtain",5,"SPELL","COGSMITHS","RARE",0,3,"","","Give all friendly minions +0/+3"
"cog_s5","Overclock Protocol",4,"SPELL","COGSMITHS","COMMON",,,"","","Draw 2 cards"
"cog_st1","Repair Bay",3,"STRUCTURE","COGSMITHS","COMMON",,,"","DEPLOY","Start of turn: Restore 3 health to your hero"
"cog_st2","Turret Platform",4,"STRUCTURE","COGSMITHS","RARE",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"cog_st3","Forge Works",5,"STRUCTURE","COGSMITHS","COMMON",1,1,"","DEPLOY","Start of turn: Give all friendly minions +1/+1"
"cog_m1","Spark Plug",1,"MINION","COGSMITHS","COMMON",2,2,"MECH","BLITZ, DRAIN","Deal 1 damage to a random enemy"
"cog_m2","Cog Worker",1,"MINION","COGSMITHS","COMMON",2,1,"MECH","SWIFT, DEPLOY","Deal 1 damage to a random enemy"
"cog_m3","Rivet Gunner",1,"MINION","COGSMITHS","COMMON",2,3,"MECH","BLITZ, DRAIN","GUARDIAN"
"cog_m4","Wire Runner",1,"MINION","COGSMITHS","COMMON",2,2,"MECH","BLITZ, DRAIN","SWIFT"
"cog_m5","Bolt Tightener",2,"MINION","COGSMITHS","COMMON",2,4,"MECH","BARRIER, DOUBLE_STRIKE, DRAIN","Draw a card"
"cog_m6","Scrap Collector",2,"MINION","COGSMITHS","COMMON",2,3,"MECH","BLITZ, DRAIN, DEPLOY","Draw a card"
"cog_m7","Recycler Bot",2,"MINION","COGSMITHS","COMMON",3,2,"MECH","DRAIN, BLITZ","DRAIN"
"cog_m8","Welding Drone",2,"MINION","COGSMITHS","COMMON",2,3,"MECH","BARRIER, DEPLOY","Restore 2 health to your hero"
"cog_m9","Copper Sentinel",3,"MINION","COGSMITHS","COMMON",3,5,"MECH","BLITZ, DRAIN","Deal 1 damage to a random enemy"
"cog_m10","Junkyard Hound",3,"MINION","COGSMITHS","COMMON",3,4,"MECH","SWIFT, DEPLOY","Deal 1 damage to a random enemy"
"cog_m11","Shield Generator",3,"MINION","COGSMITHS","RARE",3,5,"MECH","BLITZ, DRAIN, DEPLOY, BARRIER","Give a random friendly minion BARRIER"
"cog_m12","Chrome Medic",3,"MINION","COGSMITHS","COMMON",3,4,"MECH","DRAIN, BLITZ, DEPLOY","Restore 3 health to your hero"
"cog_m13","Steel Rampart",4,"MINION","COGSMITHS","COMMON",3,7,"MECH","BLITZ, DRAIN, DEPLOY","GUARDIAN. BARRIER. Give a minion +0/+2"
"cog_m14","Turret Deployer",4,"MINION","COGSMITHS","COMMON",3,5,"MECH","SWIFT, DEPLOY","Summon a 2/2 Mech Turret"
"cog_m15","Circuit Breaker",4,"MINION","COGSMITHS","RARE",4,5,"MECH","BLITZ, DRAIN, DOUBLE_STRIKE","Deal 2 damage to a random enemy"
"cog_m16","Overclocked Engine",5,"MINION","COGSMITHS","RARE",5,6,"MECH","BLITZ, DRAIN, DEPLOY","Deal 2 damage to a random enemy. BARRIER"
"cog_m17","Ironclad Behemoth",5,"MINION","COGSMITHS","COMMON",4,7,"MECH","BLITZ, DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. Give all friendly minions +0/+2"
"cog_m18","Arc Welder",5,"MINION","COGSMITHS","COMMON",5,6,"MECH","SWIFT, DRAIN","Deal 3 damage to a random enemy"
"cog_m19","Bronze Colossus",6,"MINION","COGSMITHS","COMMON",5,8,"MECH","BLITZ, DRAIN, DEPLOY","GUARDIAN. BARRIER. Deal 3 damage to a random enemy"
"cog_m20","Siege Automaton",6,"MINION","COGSMITHS","RARE",6,7,"MECH","SWIFT, DRAIN, DEPLOY","Deal 2 damage to all enemy minions"
"cog_m21","Titanium Fortress",7,"MINION","COGSMITHS","EPIC",4,12,"MECH","BLITZ, DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. BARRIER. DRAIN. Give all friendly minions +1/+2"
"cog_m22","Omega Warframe",8,"MINION","COGSMITHS","EPIC",7,9,"MECH","GUARDIAN, BARRIER, SWIFT, DRAIN, DEPLOY","GUARDIAN. BARRIER. DRAIN. Deal 4 damage to a random enemy"
"lum_s1","Divine Light",1,"SPELL","LUMINAR","COMMON",,,"","","Restore 5 health to your hero"
"lum_s2","Blessed Radiance",2,"SPELL","LUMINAR","COMMON",1,3,"","GUARDIAN","Give a minion +1/+3 and GUARDIAN"
"lum_s3","Consecration",3,"SPELL","LUMINAR","RARE",,,"","","Deal 2 damage to all enemy minions"
"lum_s4","Restoration Wave",4,"SPELL","LUMINAR","COMMON",,,"","","Restore 8 health to your hero. Draw a card"
"lum_s5","Aegis of Light",6,"SPELL","LUMINAR","RARE",2,2,"","","Give all friendly minions +2/+2"
"lum_st1","Sunwell Shrine",2,"STRUCTURE","LUMINAR","COMMON",,,"","DEPLOY","Start of turn: Restore 2 health to your hero"
"lum_st2","Cathedral of Dawn",4,"STRUCTURE","LUMINAR","RARE",,,"","DEPLOY","Start of turn: Restore 4 health to your hero"
"lum_st3","Beacon of Hope",3,"STRUCTURE","LUMINAR","COMMON",0,1,"","DEPLOY","Start of turn: Give all friendly minions +0/+1"
"lum_m1","Acolyte of Light",1,"MINION","LUMINAR","COMMON",1,3,"","BLITZ, DRAIN","GUARDIAN"
"lum_m2","Temple Initiate",1,"MINION","LUMINAR","COMMON",1,2,"","DRAIN, BLITZ, DEPLOY","DRAIN. Restore 2 health to your hero"
"lum_m3","Sunbeam Sprite",1,"MINION","LUMINAR","COMMON",2,2,"","BLITZ, DOUBLE_STRIKE","SWIFT"
"lum_m4","Prayer Candle",1,"MINION","LUMINAR","COMMON",1,3,"","DOUBLE_STRIKE, DRAIN","DRAIN"
"lum_m5","Lightsworn Guardian",2,"MINION","LUMINAR","COMMON",2,3,"","BLITZ, DRAIN, DOUBLE_STRIKE","GUARDIAN. DRAIN"
"lum_m6","Sunward Cleric",2,"MINION","LUMINAR","COMMON",1,4,"","BLITZ, DRAIN, DEPLOY","GUARDIAN. Restore 3 health to your hero"
"lum_m7","Dawn Paladin",2,"MINION","LUMINAR","COMMON",2,4,"","BLITZ, DRAIN, DOUBLE_STRIKE","DRAIN"
"lum_m8","Shield Bearer",2,"MINION","LUMINAR","COMMON",1,5,"","GUARDIAN, DOUBLE_STRIKE, DRAIN","GUARDIAN. BARRIER"
"lum_m9","Radiant Aegis",3,"MINION","LUMINAR","RARE",2,5,"","BLITZ, DRAIN, DEPLOY","GUARDIAN. BARRIER. Restore 3 health to your hero"
"lum_m10","Solhaven Knight",3,"MINION","LUMINAR","COMMON",3,4,"","BLITZ, DRAIN, DOUBLE_STRIKE","DRAIN. SWIFT"
"lum_m11","Blessed Protector",3,"MINION","LUMINAR","COMMON",2,6,"","BLITZ, DRAIN, GUARDIAN","Deal 1 damage to a random enemy"
"lum_m12","Dawnbreaker",3,"MINION","LUMINAR","COMMON",3,5,"","BLITZ, DRAIN, DEPLOY","Deal 1 damage to a random enemy"
"lum_m13","Crusading Templar",4,"MINION","LUMINAR","COMMON",3,6,"","BLITZ, DRAIN, DOUBLE_STRIKE, DEPLOY","GUARDIAN. DRAIN. Restore 4 health to your hero"
"lum_m14","Lightforged Avenger",4,"MINION","LUMINAR","RARE",4,5,"","BLITZ, DRAIN, DEPLOY","BARRIER. DRAIN. Deal 2 damage to a random enemy"
"lum_m15","Holy Warden",4,"MINION","LUMINAR","COMMON",3,7,"","GUARDIAN, BLITZ, DRAIN","GUARDIAN. BARRIER"
"lum_m16","Archon Sentinel",5,"MINION","LUMINAR","RARE",4,7,"","BLITZ, DRAIN, DOUBLE_STRIKE, DEPLOY","GUARDIAN. DRAIN. BARRIER. Restore 5 health to your hero"
"lum_m17","Sunlit Protector",5,"MINION","LUMINAR","COMMON",5,6,"","BLITZ, DRAIN, DEPLOY","GUARDIAN. Give all friendly minions +0/+2"
"lum_m18","Solhaven Crusader",6,"MINION","LUMINAR","COMMON",5,8,"","BLITZ, DRAIN, DOUBLE_STRIKE, DEPLOY","GUARDIAN. DRAIN. Restore 6 health to your hero"
"lum_m19","Seraphim Vanguard",6,"MINION","LUMINAR","RARE",6,7,"","BLITZ, DRAIN, DOUBLE_STRIKE, DEPLOY","BARRIER. DRAIN. Deal 2 damage to all enemy minions"
"lum_m20","High Archon",7,"MINION","LUMINAR","EPIC",6,9,"","BLITZ, DOUBLE_STRIKE, DRAIN, DEPLOY","GUARDIAN. BARRIER. DRAIN. Restore 8 health. Give all friendly minions +1/+1"
"lum_m21","Avatar of Solhaven",9,"MINION","LUMINAR","EPIC",8,10,"","BLITZ, DRAIN, DOUBLE_STRIKE, SWIFT, DEPLOY","GUARDIAN. BARRIER. DRAIN. Restore 10 health to your hero"
"lum_archons_chosen","ARCHON'S CHOSEN",8,"MINION","LUMINAR","EPIC",6,9,"","SWIFT, DRAIN, BLITZ, DEPLOY, BLITZ, DRAIN, SWIFT","BARRIER, GUARDIAN, DRAIN. ILLUMINATE: Fully heal your Hero."
"pyro_s1","Firebolt",1,"SPELL","PYROCLAST","COMMON",,,"","","Deal 3 damage"
"pyro_s2","Volcanic Eruption",3,"SPELL","PYROCLAST","RARE",,,"","","Deal 2 damage to all enemy minions"
"pyro_s3","Infernal Strike",2,"SPELL","PYROCLAST","COMMON",,,"","","Deal 4 damage"
"pyro_s4","Pyroblast",5,"SPELL","PYROCLAST","RARE",,,"","","Deal 8 damage"
"pyro_s5","Flame Surge",4,"SPELL","PYROCLAST","COMMON",,,"","","Deal 3 damage to all enemies"
"pyro_st1","Magma Vent",2,"STRUCTURE","PYROCLAST","COMMON",,,"","DEPLOY","Start of turn: Deal 2 damage to a random enemy"
"pyro_st2","Inferno Altar",3,"STRUCTURE","PYROCLAST","COMMON",1,0,"","DEPLOY","Start of turn: Give all friendly minions +1/+0"
"pyro_st3","Lava Forge",4,"STRUCTURE","PYROCLAST","RARE",,,"","DEPLOY","Start of turn: Deal 1 damage to all enemy minions"
"pyro_m1","Cinderspark",1,"MINION","PYROCLAST","COMMON",2,1,"ELEMENTAL","BLITZ","BLITZ"
"pyro_m2","Flame Imp",1,"MINION","PYROCLAST","COMMON",2,2,"ELEMENTAL","SWIFT","SWIFT"
"pyro_m3","Ember Wisp",1,"MINION","PYROCLAST","COMMON",1,2,"ELEMENTAL","DOUBLE_STRIKE","Deal 1 damage to a random enemy"
"pyro_m4","Sparkling Igniter",1,"MINION","PYROCLAST","COMMON",2,2,"ELEMENTAL","SWIFT, DEPLOY","Deal 1 damage to a random enemy"
"pyro_m5","Magma Hound",2,"MINION","PYROCLAST","COMMON",3,2,"ELEMENTAL","BLITZ, SWIFT","BLITZ. SWIFT"
"pyro_m6","Ash Berserker",2,"MINION","PYROCLAST","COMMON",3,3,"ELEMENTAL","DOUBLE_STRIKE","Deal 1 damage to a random enemy"
"pyro_m7","Lava Stalker",2,"MINION","PYROCLAST","COMMON",2,3,"ELEMENTAL","BLITZ, DEPLOY","BLITZ. Deal 1 damage to a random enemy"
"pyro_m8","Scorch Dancer",2,"MINION","PYROCLAST","COMMON",3,2,"ELEMENTAL","SWIFT, DRAIN","SWIFT. DRAIN"
"pyro_m9","Volcanic Ravager",3,"MINION","PYROCLAST","COMMON",4,3,"ELEMENTAL","BLITZ","Deal 2 damage to a random enemy"
"pyro_m10","Flame Dancer",3,"MINION","PYROCLAST","RARE",3,4,"ELEMENTAL","SWIFT, DRAIN, DEPLOY","SWIFT. DRAIN. Deal 2 damage to a random enemy"
"pyro_m11","Eruptomancer",3,"MINION","PYROCLAST","COMMON",3,4,"ELEMENTAL","LETHAL, SWIFT","LETHAL. SWIFT"
"pyro_m12","Obsidian Cleaver",3,"MINION","PYROCLAST","COMMON",4,4,"ELEMENTAL","BLITZ","Deal 2 damage to a random enemy"
"pyro_m13","Infernal Berserker",4,"MINION","PYROCLAST","COMMON",5,4,"ELEMENTAL","BLITZ, SWIFT, DEPLOY","BLITZ. Deal 2 damage to a random enemy"
"pyro_m14","Caldera Giant",4,"MINION","PYROCLAST","RARE",4,5,"ELEMENTAL","DOUBLE_STRIKE, DRAIN","DOUBLE STRIKE. DRAIN"
"pyro_m15","Magma Wyrm",4,"MINION","PYROCLAST","COMMON",5,5,"ELEMENTAL","BLITZ, LETHAL","Deal 3 damage to a random enemy"
"pyro_m16","Cinder Lord",5,"MINION","PYROCLAST","RARE",6,5,"ELEMENTAL","BLITZ, DEPLOY","BLITZ. DOUBLE STRIKE. Deal 3 damage to a random enemy"
"pyro_m17","Volcanic Juggernaut",5,"MINION","PYROCLAST","COMMON",5,6,"ELEMENTAL","BLITZ, DRAIN, DEPLOY","BLITZ. DRAIN. Deal 1 damage to all enemy minions"
"pyro_m18","Firestorm Phoenix",5,"MINION","PYROCLAST","COMMON",5,6,"ELEMENTAL","SWIFT, DOUBLE_STRIKE","Deal 2 damage to all enemy minions"
"pyro_m19","Molten Colossus",6,"MINION","PYROCLAST","COMMON",7,6,"ELEMENTAL","BLITZ, DOUBLE_STRIKE, DEPLOY","BLITZ. DOUBLE STRIKE. Deal 2 damage to all enemy minions"
"pyro_m20","Ashbringer Titan",6,"MINION","PYROCLAST","RARE",6,7,"ELEMENTAL","BLITZ, DRAIN, SWIFT","Deal 3 damage to all enemy minions"
